name,address,gmap_id,latitude,longitude,category,hours,time,rating,text,has_email,has_phone,has_telegram,has_whatsapp,has_dm_request
Burlington Emergency & Veterinary Specialists,"Burlington Emergency & Veterinary Specialists, 1417 Marshall Ave, Williston, VT 05495",0x4cca790048146327:0xe1d53e75b51bde5e,44.4509359,-73.1358955,"['Emergency veterinarian service', 'Animal hospital', 'Internist', 'Surgeon', 'Veterinarian']","[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]",2020-12-27 11:42:54 EST,2.0,"This Message is for Elizabeth Zenger. The first week in November I very VERY sadly because of so many tests from our dogs vet and referral to BEVS and no longer being able to afford more testing, I signed our beautiful baby Darcy,mini dachshund,red long hair over to you to foster care. I was in a state of total stress at the whole situation and felt I no longer had any options just wanted to help her the only way I knew at this point. Please please let me know how she is and what has become of her not a day goes by that my husband an I don't miss her. PLEASE give us peace of mind she was like our child. I can tell you that my state of mind was very poor and I will hope you'll let us know.PLEASE",False,False,False,False,True
Burlington Emergency & Veterinary Specialists,"Burlington Emergency & Veterinary Specialists, 1417 Marshall Ave, Williston, VT 05495",0x4cca790048146327:0xe1d53e75b51bde5e,44.4509359,-73.1358955,"['Emergency veterinarian service', 'Animal hospital', 'Internist', 'Surgeon', 'Veterinarian']","[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]",2021-02-03 19:45:21 EST,5.0,"My little Malshi mix, a rescue from Korea when I was stationed there, is the love of my life. She came from a horrible place, abandoned and was almost picked up for dog meat. She lived in squalid conditions (a pig farm with no heating and human interaction once a week, weather permitting). Despite her awful beginnings, she is the sweetest little girl. One morning, she had the most horrible breath (smelt like rotten flesh) and would not eat nor drink. I took her to our vet and they administered pain killers and antibiotics for a horrendous infection. 5 days later, she looked worse and on death's door...she couldn't lift her head and she pleaded with me with those big brown eyes. I rushed her to BEV, a 2 hour drive for me, and we arrived close to midnight. When I got home around 3 am, there was a message from BEV letting me know what protocol she will be on. Come Monday, Tuesday and Wednesday, I got constant updates from the vets on call, in particular Dr. Bryan Harnett, who was AWESOME. I was always updated and never ignored. Millie is now home and has a long ways to go. We have yet to know what caused her such pain and discomfort, but she has a light in her eyes telling me she is on the road to recovery. I can't thank BEV enough for the consistent updates and their calm demeanor explaining things to me. I really appreciate everything they have done.",False,False,False,False,True
Burlington Emergency & Veterinary Specialists,"Burlington Emergency & Veterinary Specialists, 1417 Marshall Ave, Williston, VT 05495",0x4cca790048146327:0xe1d53e75b51bde5e,44.4509359,-73.1358955,"['Emergency veterinarian service', 'Animal hospital', 'Internist', 'Surgeon', 'Veterinarian']","[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]",2020-11-21 08:14:24 EST,2.0,"First, let me say that the bedside manner (if you will) of the two vets we interacted with was very compassionate and I appreciate that. I found one of my daughter's seven month old bunnies lying in a strange manner in his habitat. I called almost every vet in central Vermont (we live south of Montpelier). No one could squeeze him in so they recommended I take him to BEVS based on availability and the fact that they see rabbits. We called en route and then again when we arrived. They took him right in. The vet called to let us know there wasn't anything they could do and invited us in to a room to say goodbye. They sedated our little guy (to stop the seizures and make him more comfortable), wrapped him in a blanket, and brought him to us. They told my daughter several times to take as long as she needed, got us some water, and checked in on us regularly. I really appreciated the care with which they treated my 12 year old's devastation. As I sat in the room with my daughter holding her bunny and saying goodbye, I received a phone call that I wouldn't have answered, but it was BEVS' number. It was the front desk calling me to settle the bill. I was shocked and let the woman know we were still there with our bunny. Her response was, ""I know."" Completely taken aback that I was being asked to settle the bill for an euthanasia that hadn't even occurred yet but still trying to comfort my distraught daughter, I provided payment information. Again, to the staff's credit, they gave my daughter all the time she needed and her bunny passed in her arms. They kindly put her bunny in a box and brought him out to us with their condolences. I called the office the next day to ask for a refund of the charges for the dose of euthanasia medicine since our little guy died in the room with us. The woman who answered my call told me she needed to check on it and would call me back. She called while I was in a meeting and left a message thay they could not refund the charges as sometimes the vet administers the euthanasia ""just to make sure."" First, I have no medical background and I could tell our little guy died in the room with us. His body let go of his waste and his temperature had already started to noticeably drop (it took my daughter quite a while to say goodbye). Additionally, the message did not say the bunny was still alive but instead stated the vets administered the drug as insurance. While I appreciate their compassion in the moment, I will not return to BEVS in the future. The inappropriate focus on the bill before they completed their service made me feel like they took advantage of the situation and charged me for services I didn't need.",False,False,False,False,True
Burlington Emergency & Veterinary Specialists,"Burlington Emergency & Veterinary Specialists, 1417 Marshall Ave, Williston, VT 05495",0x4cca790048146327:0xe1d53e75b51bde5e,44.4509359,-73.1358955,"['Emergency veterinarian service', 'Animal hospital', 'Internist', 'Surgeon', 'Veterinarian']","[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]",2020-08-08 11:02:29 EDT,1.0,"Brought our Great Dane 2 year old there on a Sunday due to a swollen toe that was only getting worse and starting to swell into the leg. He couldn’t even put any weight on it. We arrived around 7:30 AM and was told we would have to wait 1 hour before they came out to the car to retrieve him. About 30 minutes into our wait we received a call that the wait was going to be longer, about 10 AM due to an influx of Life saving procedures (which is completely understandable as my dogs life, to my knowledge, was not in jeopardy). They were also the only Pet ER operating and only had one Vet on duty until 10. They told us they would call prior to coming out to get him. Then it was radio silence until 10:50AM. They Vet Tech came out unannounced and took him inside and there we waited until 12:45 PM. We received a call advising us to get an x-ray as they can’t feel any sort of fracture or find a puncture which made sense to us. They gave us an initial price of $450.00 for the initial exam and X-ray, but we did not care about the money as we just wanted to figure out what was wrong with our dog. We waited until 2:00 PM, when we received a call from the Vet stating the X-ray showed nothing and they weren’t quite sure what was going on with him, but they were sending the x-ray to another certified radiologist (which cost another $80). They finally released our dog around 2:50 PM, gave us some antibiotics, anti-inflammatory steroids, a bill for $600 and directions to follow-up with our primary vet. We were initially relieved as we thought the meds would kick in and help him. The swelling only got worse until Monday morning when our primary Vet examined him for less than 5 mins, told us it was an abscess and drained it. He told us we were lucky that it didn’t burst as it would’ve made the situation worse. I am absolutely disappointed in the care that was given to my dog and will never ever go there again. It is unknown to me why these emergency vets could not give us a diagnosis or remedy the situation in 7 hours when it took our primary Vet less than five minutes to assess that it was in fact an abscess. I feel our dog was neglected and we were charged 6x what our primary vet charged us for nothing. The only good thing I will say is the staff was friendly.",False,False,False,False,True
Burlington Emergency & Veterinary Specialists,"Burlington Emergency & Veterinary Specialists, 1417 Marshall Ave, Williston, VT 05495",0x4cca790048146327:0xe1d53e75b51bde5e,44.4509359,-73.1358955,"['Emergency veterinarian service', 'Animal hospital', 'Internist', 'Surgeon', 'Veterinarian']","[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]",2020-07-12 11:24:55 EDT,5.0,"I brought my American bulldog, Brooklyn, here because she was seriously ill and my vet in NY wasn't sure what was wrong and suggested BEVS. BEVS diagnosed her the first day they saw her. I brought her here for several weeks to be treated for a severe case of inflammatory bowel disease with protein losing enteropathy. Unfortunately, we ended up having to put our beloved dog down but no fault of BEVS. Everyone here was terrific! Professional, kind, helpful and obvious dog lovers! I called them to inform them that I had put her down and I received the nicest hand written sympathy card with notes from everyone that helped care for her. Dr. Zinger was amazing. She called me at home several times to answer my questions as well as the vet techs. This is the most amazing vet clinic I have ever been to and I never even got to see the inside!! Everything was done over the phone due to covid-19 but I never felt like that interfered with the professional, loving care they gave to my dog or me. I recommend this vet hospital to anyone who requires their type of service. Absolutely nothing but the best here! Thank you all so much for taking such excellent care of Brooklyn and me!! My deepest appreciation to you all. Jill Parent I would like to add a comment about price. This is an emergency vet. Not once did I feel that they charged too much. It would have cost me just as much at any other energy vet. In fact, one week I brought Brooklyn there, she wasn't doing well at all and instead of encouraging me to keep treating her and spending more money, Dr. Zinger suggested putting her down. They are NOT at all about the money. The vet I took a dying dog to in Plattsburgh, NY, after hours to have put down, who kept asking me if I was sure I had $450.00 in my bank account on the phone, was all about money! BEVS charges a reasonable price for the amazing work they do. My dog was in their ICU unit for three days and the bill was only 3000.00. To bring her weekly for a ton of bloodwork and check up, it was 150 - 200. Nothing expensive about that.",False,True,False,False,False
Burlington Emergency & Veterinary Specialists,"Burlington Emergency & Veterinary Specialists, 1417 Marshall Ave, Williston, VT 05495",0x4cca790048146327:0xe1d53e75b51bde5e,44.4509359,-73.1358955,"['Emergency veterinarian service', 'Animal hospital', 'Internist', 'Surgeon', 'Veterinarian']","[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]",2019-12-08 21:48:07 EST,5.0,I called because my good girl dog had a moment of chocolate... I had to leave a message for the busy nurses. My call was returned quickly and I was told how to help my dog. I feel so greatfull for the quick and kind help I got! Alot of respect for the staff at BEVS.,False,False,False,False,True
Burlington Emergency & Veterinary Specialists,"Burlington Emergency & Veterinary Specialists, 1417 Marshall Ave, Williston, VT 05495",0x4cca790048146327:0xe1d53e75b51bde5e,44.4509359,-73.1358955,"['Emergency veterinarian service', 'Animal hospital', 'Internist', 'Surgeon', 'Veterinarian']","[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]",2018-04-05 01:05:58 EDT,5.0,"Can't say enough good things about BEVS. It was time to put my dog down Monday after 10+ good years. Heart breaking, gut wrenching experience, but they were total pros. The vet tech said she remembered our boy, Chester, either from the porcupine incident, or the time he swallowed a deer antler and couldnt quite pass it. She said you can't forget a good Chessie, and even cried with us. The vet himself was a total pro. He had such a calming tone when he explained the procedure, that even I stopped bawling and was really put at ease by his bedside manner. The best part was that we went late at night, about 11pm. We were able to enjoy a beautiful last day with Chester. He went for all the walks he could handle, waded in the pond, we napped together in the sun, people came and visited with us until dark, we grilled him up all the venison tenderloin he could eat. There was absolutely no rush. I hadn't eaten all day so I even stopped for a burger before heading over, not worried about making a stupid appointment and watching the clock on what was already a really difficult day. We could take it entirely naturally and make sure we didn't miss a thing. We got there at about 11 pm and he was already tired. We asked to do the procedure outside, he walked and peed on all the trees, and then laid down on his blanket when he was tired. We rapped him and and cuddled with him until the vet came out, chester was sleeping naturally after a great, long last day. The needle was so smooth he didn't even wake up or whimper from his slumber, and it was over in minutes. It really couldn't have possibly gone any better, the procedure there, or the day we were able to get in before heading over. Personal service, professionalism, great bedside manner. To those balking about price: this is an emergency service, and so it is higher priced. TBH I wish that they could treat me if I had a medical issue, the level of care that they offer, when you analyze what is really being provided, seems like a tremendous value for the price. Owning animals is expensive if you plan on treating them like members of the family and providing them care, bear that in mind when considering utilizing these services. But the staff is all pro, tbh I have had better experiences with BEVS than my regular vet.",False,False,False,False,True
Burlington Emergency & Veterinary Specialists,"Burlington Emergency & Veterinary Specialists, 1417 Marshall Ave, Williston, VT 05495",0x4cca790048146327:0xe1d53e75b51bde5e,44.4509359,-73.1358955,"['Emergency veterinarian service', 'Animal hospital', 'Internist', 'Surgeon', 'Veterinarian']","[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]",2017-12-30 16:46:04 EST,1.0,"I have a 21 yo maine coon that suffers with arthritis and has been on PM for alittle over a year, I pick his medicine up from his regular vet every 10 days. I feel emergency vets should be able to have access to medical charts from all local vet clinics of there patients for emergency purposes! I work full time as a nurse at UVM and got called in last minute and being the holidays I have not been able to refill his pain meds because there closed till Tuesday and I can't leave my sick patients. I have never forgotten to fill his medicine or make sure my boy has everything he needs, Until today! It was out of my hands!They said I had to come in because it's a pain med . ... for what to tell me he has arthritis... as I already know and charge me outragious prices! I also can't leave work to do that. It's the Holiday season and everything is closed and my cat will suffer, because of there polices on pm for a cat! I'm aware of rules and regulations but to make a old cat suffer is bull! They need to understand it's ones loved one and be able to take care of needs like a refill on medicine without a appointment. Page a doctor on call or something. To top it off the tech I spoke with was rude and not compassionate at all, of the situation. This isn't the first horrible exp I have had.",False,False,False,False,True
Burlington Emergency & Veterinary Specialists,"Burlington Emergency & Veterinary Specialists, 1417 Marshall Ave, Williston, VT 05495",0x4cca790048146327:0xe1d53e75b51bde5e,44.4509359,-73.1358955,"['Emergency veterinarian service', 'Animal hospital', 'Internist', 'Surgeon', 'Veterinarian']","[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]",2017-09-19 19:52:27 EDT,1.0,"My dog Sam was quilled by a porcupine last night, a first for both of us. After removing 1, I was not able to control him enough to remove the rest by myself so I was forced to travel an hour and 15 min to BEVS (my normal vet used to have 24 hour service but apparently does not any more). By the time we arrived it was ~11:30 PM (~2 hours since the incident), Sam was breathing heavy the whole way and unable to lie down/relax due to the quills in his mouth, he was clearly in pain and very anxious. We were the only ones there but the priority when we entered was not care for Sam but rather paper work, which prominently asked ""how will you be paying"". After 10 plus mins we were taken to a exam room where the tech listened to his heart for ~10s then left us for another ~15 mins before the doctor came in for the ""exam"", which took about 2 mins (at a cost of $110), and she told me it should be an easy removal but they would need to use a reversible sedative. At this point the doc left to prepare an estimate, 10 mins later another tech came in and informed me the cost would be ~$325-$425 depending on how it went. This seemed very expensive for the severity/duration of treatment, but I of course said OK. Finally, after being there for over 45 min, they took Sam for the procedure, telling me it would take 45 min or so and if I wanted to leave they would need a deposit.... This left me with a terrible feeling that this place was all about the money and that something bad might happen during what should be a routing procedure. After 20 min in the waiting room they came out and said everything went great, they had administered the reversal agent and we should be on our way int 10-15 min. After another 30 min a tech came out and said Sam had not woken up yet (my heart stopped) and that he is a ""light weight"" (90 lb lab) and I should tell any future vets this when it comes to sedatives... This is seriously what they said they to me. After another 20 mins or so they bring him out, he could hardly stand, kept lying down when not being actively walked, looked like he was barely conscious. This is almost an hour after they administered the reversal agent that was supposed to take 10-15 mins. After lifting him into my truck we headed home, I stopped every 10m to make sure he was still breathing, that's how bad it was. Even after the 90m ride home (with all the stops) he was no better. I had to carry him in the house and put him on his bed. I barely slept all night but thankfully he was better in the morning, only about 50% back to normal, but enough to know he should be ok. Almost 24 hours later he seems fine but still not quite back to normal, I am sure he will be at this point, but it was not a pleasant experience for either of us. Bottom line the vet clearly overdosed the meds, I have had other dogs receive reversible sedatives before and it was nothing like this. The quill removal was trivial, it was the medical procedure at BEVS that was the true incident. Added to this is the outrages pricing: $110.00 - Exam $29.86 - Butorphanol $34.33 - Dexmedetomidine $30.94 - Atipamezole $36.00 - Quill Removal $87.00 - Outpatient Monitoring ------------------------------------------------------ $328.13 - Total They clearly realize they have a monopoly on 24 emergency vet care in Northern VT and are taking advantage of it. The overall experience was terrible and I would NEVER go there again unless absolutely necessary. I question the credentials of any vet/tech working at this place. I am sure the issue is from the top down, they likely employ questionable/cheaper staff to increase profits. Beware. I am just glad Sam is OK.",False,False,False,False,True
PJ's Mazda,"PJ's Mazda, 2073 Williston Rd, South Burlington, VT 05403",0x4cca799fac5b12f1:0x8b54eb39a3083188,44.4583458,-73.1451572,['Mazda dealer'],"[['Wednesday', '8:30AM–6PM'], ['Thursday', '8:30AM–6PM'], ['Friday', '8:30AM–6PM'], ['Saturday', '9AM–5PM'], ['Sunday', 'Closed'], ['Monday', '8:30AM–6PM'], ['Tuesday', '8:30AM–6PM']]",2018-06-07 18:18:27 EDT,1.0,"Took our vehicle in for routine maintenance, when we picked it back up the driver side window didn’t work. I called on a Friday afternoon and left a message hoping to resolve the issue and have my window repaired. It’s been over a week and I havn’t heard a word back. Somehow my window mechanism was damaged during service and this company apparently couldn’t care less and would rather ignore me. Not impressed. Avoid the headache and go with someone else.",False,False,False,False,True
Foley Brothers Brewing,"Foley Brothers Brewing, 79 Stone Mill Dam Rd, Brandon, VT 05733",0x4cb5498f2dc97827:0xf891e000a02feac0,43.8116259,-73.0765232,['Brewery'],"[['Wednesday', '11AM–5PM'], ['Thursday', '11AM–5PM'], ['Friday', '11AM–5PM'], ['Saturday', '11AM–5PM'], ['Sunday', 'Closed'], ['Monday', '11AM–5PM'], ['Tuesday', '11AM–5PM']]",2018-08-11 16:49:23 EDT,4.0,"Yummy beer but closing at 5 pm a Saturday when people are still coming in is a bit ridiculous. Beautiful location, fab beers but I've never been to a brewery that closes and turns away business at 5 on a Saturday. ....just saying.......",False,False,False,False,True
Capitol City Imports Volkswagen Mazda,"Capitol City Imports Volkswagen Mazda, 2287 Berlin State Hwy, Barre, VT 05641",0x4cb507c26466bd9d:0xc16f5c915737ed9b,44.2323255,-72.55454519999999,"['Volkswagen dealer', 'Auto parts store', 'Auto repair shop', 'Mazda dealer', 'Used car dealer']","[['Wednesday', '8AM–6PM'], ['Thursday', '8AM–6PM'], ['Friday', '8AM–6PM'], ['Saturday', '9AM–5PM'], ['Sunday', 'Closed'], ['Monday', '8AM–6PM'], ['Tuesday', '8AM–6PM']]",2018-07-10 21:43:13 EDT,5.0,"We just purchased a 2018 Golf Sportwagen. Our Sales Representative was Rod Cook. He was extremely knowledgeable, responded promptly to all of our inquiries and went the extra mile to assure that we would be satisfied with our new car. Because we live in another state, he went out of his way to assist us to assure that all of the required information was available to meet our home state’s requirements. He made a major purchase a pleasant experience and offered to assist us in the future as we trued to master the @bells and whistles” on our new car. We are glad we chose Walker Motors.",False,False,True,False,False
ReSOURCE Barre,"ReSOURCE Barre, 30 Granite St, Barre, VT 05641",0x4cb506dc86f07f19:0x3d865a395fdde0eb,44.1992954,-72.5062256,"['Non-profit organization', 'Antique store', 'Appliance store', 'Art supply store', 'Book store', 'Collectibles store', 'Computer store', 'Jewelry store', 'Thrift store', 'Video game store']","[['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', '9AM–5PM'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM']]",2019-04-04 09:20:44 EDT,5.0,"Donation Bay is open Monday-Saturday 9:30 AM-4:30 PM. Please bring donations to the Donation Bay during these hours only. The ReSource team will come out and meet your vehicle and unload! Please call if you have questions about donation guidelines. Donation guidelines are available in the Store's front atrium, and available by request in the Donation Bay! Thanks for thinking about ReSource! Your donations help support ReSource's poverty relief, and job skills training programs.",False,False,False,False,True
Old North End Vet Clinic,"Old North End Vet Clinic, 57 N Champlain St, Burlington, VT 05401",0x4cca7af2232ddf73:0xe07790db8b6c1817,44.482209,-73.217778,"['Veterinarian', 'Veterinary pharmacy']","[['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', '9AM–5PM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '9AM–5PM']]",2020-06-22 23:09:01 EDT,5.0,"I have been taking my pets here for around 15 years and there is no one I trust more to care for my animals than ONE Vet Clinic. They are so practical with their care and keep costs low for their clients. They take time to listen and get to know their 4 legged patients well in order to provide them with the best care. Although they are not full service they have resources for their clients in case the animal needs more care than what they can provide at the Clinic. I had Dr McMillan come to my house when it was time to say good bye to my dear sweet cat who was in active renal failure. It was a traumatic experience watching my sweet girl decline, but the support I was shown during the ordeal is something I will never forget. She went peacefully at home. Days later I received a card from them offering condolences with the most heartfelt and sincere message, and also a donation to the Humane Society was given in her name. No-frills, experienced, practical, compassionate, and kind...this is The Old North End Vet Clinic!",False,False,False,False,True
Robert Frost Stone House Museum at Bennington College,"Robert Frost Stone House Museum at Bennington College, 121 VT-7A, Shaftsbury, VT 05262",0x89e091376868eb87:0x9379eca015daced1,42.9345092,-73.2101145,"['Historical place museum', 'Museum', 'Tourist attraction']","[['Wednesday', 'Closed'], ['Thursday', 'Closed'], ['Friday', 'Closed'], ['Saturday', '10AM–4PM'], ['Sunday', '10AM–4PM'], ['Monday', 'Closed'], ['Tuesday', 'Closed']]",2020-08-12 19:54:59 EDT,5.0,"Lovely little house with beautiful grounds. Timed visits and masks are required during covid- email frosthouse@bennington.edu to make your reservation! We had very good service from the attendant and even though the ""tour"" is self-guided and there isn't necessarily much to see, it's still special to be there and read all the history about the Frost family in their own house. There's an informational half-hour film in the lobby/tiny gift shop and then 2 rooms you can walk through to see some of the poet's belongings & read tons of info on the walls. Senior discount for those 60+.",True,False,True,False,False
ClearChoiceMD Urgent Care,"ClearChoiceMD Urgent Care, 798 US-302, Barre, VT 05641",0x4cb507b74e290757:0xa5a9fbfd651d88cd,44.2215136,-72.5454512,"['Urgent care center', 'Medical clinic', 'Occupational health service', 'Walk-in clinic']","[['Tuesday', '8AM–6PM'], ['Wednesday', '8AM–6PM'], ['Thursday', '8AM–6PM'], ['Friday', '8AM–6PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–6PM']]",2018-09-26 21:04:02 EDT,1.0,"Few weeks ago, call center early in the morning around approximately(08- 08:15am) i was driving at that time heading to “Clear Choice MD” my call was pick up by female nurse, I told her I wanna do my lab blood test as well as urine tests for my personal check up. She said you can come now it won’t be take too long for that tests. So, I drove like almost 1hrs & when I get there it wasn’t busy I saw 2 patients waiting. I got there around 9:05 am check-in with male front desk(age-20-25 yrs old) not friendly with me. I was in hurry because I have to go back to work start @10:45am, “i work @CVMC hospital as a Nurse.” I done my initial visit questionaires & gave it back to male front desk. I asked him how much it cost for blood & urine personal check up, he wasn’t sure & once you see doctor they’ll order what tests are testing for personal. During waiting time, few more patients check in & started seeing those patients instead of me . I waits like too long passed by 10:30am. I just walk out with out informed front desk. I just waste my time & I was late for my work too & at first female nurse said it’s won’t take long, they lie me. This is not urgent care place to see doctor next day I did my blood & urine tests “@Concentra Berlin, VT.” fast in & out to close to hospital.",False,False,True,False,False
Hartley Auto Sales and Service,"Hartley Auto Sales and Service, 541 US-7, Milton, VT 05468",0x4cca0d981446fadb:0x9fb2fa46a43234f6,44.6240995,-73.1464419,['Used car dealer'],"[['Tuesday', '8:30AM–5:30PM'], ['Wednesday', '8:30AM–5:30PM'], ['Thursday', '8:30AM–5:30PM'], ['Friday', '8:30AM–6PM'], ['Saturday', '9AM–4PM'], ['Sunday', 'Closed'], ['Monday', '9AM–5:30PM']]",2018-08-12 08:15:49 EDT,2.0,They always tell me they can tell me a car but have to put 1500-2000 down were do poor people get that kind of money.,False,True,False,False,False
Vermont Wildflower Farm,"Vermont Wildflower Farm, 170 Boyer Cir, Williston, VT 05495",0x4cca813a2097ea65:0xe3ad672b369ab863,44.446666,-73.13625189999999,"['Seed supplier', 'Garden center', 'Gift shop', 'Landscaper']","[['Tuesday', '9AM–4PM'], ['Wednesday', '9AM–4PM'], ['Thursday', '9AM–4PM'], ['Friday', '9AM–3PM'], ['Saturday', '9AM–12PM'], ['Sunday', 'Closed'], ['Monday', '9AM–4PM']]",2018-04-11 14:51:17 EDT,1.0,"Stopped by the retail store today to purchase some things. 12:30 pm on Tuesday and nobody was around, door was locked. Business hours posted on the door stated they were open. I guess all the employees must have been out to lunch. Must be nice. Wasted my time, gas and lunch break driving all the way out there. If you plan on stopping by this place, you might want to call first... or better yet, don't waste your time and go someplace else. Luckily I had enough time to stop by Guys Farm and Yard and get everything I needed. I also ended up paying significantly less than I was planning on :D",False,False,False,False,True
Paddlers Pub,"Paddlers Pub, 937 W Shore Rd, Salisbury, VT 05769",0x4cb54675f53f840d:0x8767afac34482fa8,43.9073159,-73.0855175,"['American restaurant', 'Bar']","[['Tuesday', 'Closed'], ['Wednesday', 'Closed'], ['Thursday', '4–9PM'], ['Friday', '4–9PM'], ['Saturday', '4–9PM'], ['Sunday', 'Closed'], ['Monday', 'Closed']]",2020-10-04 19:48:31 EDT,2.0,Sunday 10/4/20 7 PM. Not open despite advertised hours on their website and on Google,False,False,False,False,True
Vergennes Laundromat and Car Wash,"Vergennes Laundromat and Car Wash, 30 New Haven Rd, Vergennes, VT 05491",0x4cca9d86af07f9ab:0x99bcaea581097cda,44.1646361,-73.2459782,"['Laundromat', 'Car wash']","[['Tuesday', '7AM–9PM'], ['Wednesday', '7AM–9PM'], ['Thursday', '7AM–9PM'], ['Friday', '7AM–9PM'], ['Saturday', '7AM–9PM'], ['Sunday', '7AM–9PM'], ['Monday', '7AM–9PM']]",2019-06-17 13:11:20 EDT,1.0,"My husband went for a touchless automatic car wash a few weeks ago. Unfortunately, no soap was dispensed, just water. Needless to say the wash was pretty bad. I went by the next day to see if I could find someone to talk with and no one was there and I was told by another customer (laundry) that no one is usually around. I ended up finding a phone number and I called and left a message. Two days later I called again and again left a message. No response from either.",False,False,False,False,True
Franklin - Grand Isle Habitat for Humanity,"Franklin - Grand Isle Habitat for Humanity, 104 Robin Hood Dr, Swanton, VT 05488",0x4cca1f42f8011ead:0xe8efb7883cdbff00,44.915827,-73.111891,['Thrift store'],"[['Tuesday', 'Closed'], ['Wednesday', 'Closed'], ['Thursday', '10AM–2PM'], ['Friday', 'Closed'], ['Saturday', '9AM–3PM'], ['Sunday', 'Closed'], ['Monday', 'Closed']]",2021-01-09 12:00:38 EST,3.0,"Reviewer from yesterday is right; if you call, you get a message saying the store is closed due to COVID, but this is not stated anywhere on their site or Google that I can find (thanks Debbie for saving me a trip). Can't leave a proper review or star rating since I haven't visited yet.",False,False,False,False,True
JJ Hapgood General Store & Eatery,"JJ Hapgood General Store & Eatery, 305 Main St, Peru, VT 05152",0x89e05a9d823d54e3:0xa414a17c5cc955ab,43.2300682,-72.8992227,"['General store', 'Restaurant']","[['Tuesday', 'Closed'], ['Wednesday', '7:30AM–5PM'], ['Thursday', '7:30AM–5PM'], ['Friday', '7:30AM–5PM'], ['Saturday', '7:30AM–5PM'], ['Sunday', '7:30AM–5PM'], ['Monday', 'Closed']]",2019-05-13 10:50:31 EDT,4.0,Love this place but please change your voice message to reflect the limited spring hours. Just drove a long way based on the hours stated in your message only to be really disappointed.,False,False,False,False,True
Snow Republic Brewery,"Snow Republic Brewery, 33 VT-100, West Dover, VT 05356",0x89e0e5a8a72af1d9:0x75819ba86169d4b3,42.9290493,-72.8485109,['Brewery'],"[['Tuesday', '12–8PM'], ['Wednesday', '12–8PM'], ['Thursday', '12–8PM'], ['Friday', '12–8PM'], ['Saturday', '12–8PM'], ['Sunday', '12–8PM'], ['Monday', '12–8PM']]",2020-09-06 15:10:34 EDT,1.0,It’s was 3 pm on a Sunday they didn’t have half of the things available on the Food or beer menu The fries were soggy. Never would come back up the road 1846 Tarven is the way to go.,False,False,False,False,True
